0 Deg Regular Run 13 2018-04-12
Time(s) Response(deg) LoadCell(N)
5.740000 5.192898 -2.013196
5.760000 5.273645 -2.012426
5.780000 5.351411 -2.019175
5.800000 5.421393 -2.020660
5.820000 5.489394 -2.014512
5.840000 5.550970 -2.006936
5.860000 5.603965 -2.010801
5.880000 5.650584 -2.011642
5.900000 5.694913 -2.019259
5.920000 5.729290 -2.007315
5.940000 5.760091 -2.016753
5.960000 5.783185 -2.014484
5.980000 5.799705 -2.008491
6.000000 5.807330 -2.019539
6.020000 5.811784 -2.018769
6.040000 5.808790 -2.018223
6.060000 5.799679 -2.018727
6.080000 5.783205 -2.018461
6.100000 5.758430 -2.010115
6.120000 5.725154 -2.017159
6.140000 5.684131 -2.028096
6.160000 5.635889 -2.021150
6.180000 5.580695 -2.030448
6.200000 5.515344 -2.027843
6.220000 5.441130 -2.026555
6.240000 5.360524 -2.017971
6.260000 5.268685 -2.013742
6.280000 5.168196 -2.012272
6.300000 5.057073 -2.018559
6.320000 4.938436 -2.013406
6.340000 4.810018 -2.014834
6.360000 4.676511 -2.016011
6.380000 4.530375 -2.024161
6.400000 4.373969 -2.013560
6.420000 4.210290 -2.013098
6.440000 4.034809 -2.008183
6.460000 3.847894 -2.009737
6.480000 3.652474 -2.013308
6.500000 3.448738 -2.015086
6.520000 3.235581 -2.021430
6.540000 3.009340 -2.022998
6.560000 2.773072 -2.019413
6.580000 2.529381 -2.022732
6.600000 2.276933 -2.014470
6.620000 2.015743 -2.028011
6.640000 1.744236 -2.022452
6.660000 1.468355 -2.015002
6.680000 1.194547 -2.015394
6.700000 0.903361 -2.017593
6.720000 0.593110 -2.011165
6.740000 0.276449 -2.019750
6.760000 -0.046939 -2.019904
6.780000 -0.372982 -2.018097
6.800000 -0.704756 -2.017257
6.820000 -1.038584 -2.020604
6.840000 -1.379096 -2.016571
6.860000 -1.720656 -2.020758
6.880000 -2.062881 -2.012958
6.900000 -2.406225 -2.019679
6.920000 -2.752619 -2.015114
6.940000 -3.099194 -2.014022
6.960000 -3.446444 -2.017579
6.980000 -3.789692 -2.008757
7.000000 -4.137775 -2.015941
7.020000 -4.478381 -2.023110
7.040000 -4.816685 -2.012132
7.060000 -5.152529 -2.016753
7.080000 -5.482525 -2.017467
7.100000 -5.807910 -2.011796
7.120000 -6.125844 -2.013420
7.140000 -6.433007 -2.021766
7.160000 -6.734165 -2.013910
7.180000 -7.031506 -2.019231
7.200000 -7.320479 -2.012804
7.220000 -7.601356 -2.019581
7.240000 -7.877310 -2.016207
7.260000 -8.141581 -2.011824
7.280000 -8.395449 -2.023600
7.300000 -8.639651 -2.017271
7.320000 -8.873445 -2.020492
7.340000 -9.096074 -2.020744
7.360000 -9.303354 -2.017873
7.380000 -9.498929 -2.021990
7.400000 -9.684153 -2.009219
7.420000 -9.858843 -2.016963
7.440000 -10.015065 -2.012398
7.460000 -10.162076 -2.027143
7.480000 -10.302898 -2.013364
7.500000 -10.443743 -2.020604
7.520000 -10.564884 -2.016109
7.540000 -10.666856 -2.016361
7.560000 -10.753043 -2.014820
7.580000 -10.821190 -2.019820
7.600000 -10.878212 -2.022088
7.620000 -10.921010 -2.019693
7.640000 -10.949146 -2.017369
7.660000 -10.959126 -2.018993
7.680000 -10.959989 -2.011754
7.700000 -10.954024 -2.009877
7.720000 -10.943772 -2.022634
7.740000 -10.930877 -2.016249
7.760000 -10.905562 -2.018461
7.780000 -10.832079 -2.017243
7.800000 -10.749323 -2.027493
7.820000 -10.651595 -2.015408
7.840000 -10.543503 -2.014554
7.860000 -10.427112 -2.015871
7.880000 -10.294636 -2.009275
7.900000 -10.154946 -2.018615
7.920000 -10.003091 -2.012440
7.940000 -9.841586 -2.022508
7.960000 -9.675850 -2.014092
7.980000 -9.496929 -2.018195
8.000000 -9.307754 -2.019623
