% Original filename: Decay Test 0Deg No StringPot0012.mat
0 Deg Decay NoStringPot Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
10.480000 4.327622 -1.948976
10.500000 4.336586 -1.943683
10.520000 4.338587 -1.942675
10.540000 4.340908 -1.940294
10.560000 4.340106 -1.945700
10.580000 4.341859 -1.938306
10.600000 4.338380 -1.942451
10.620000 4.331742 -1.941639
10.640000 4.324035 -1.948864
10.660000 4.316535 -1.951581
10.680000 4.304678 -1.937634
10.700000 4.293592 -1.945546
10.720000 4.281537 -1.945280
10.740000 4.264130 -1.943361
10.760000 4.244062 -1.937494
10.780000 4.223178 -1.941037
10.800000 4.197347 -1.940574
10.820000 4.172302 -1.942479
10.840000 4.147685 -1.945420
10.860000 4.118180 -1.941863
10.880000 4.091107 -1.940238
10.900000 4.060122 -1.939398
10.920000 4.026453 -1.935001
10.940000 3.991947 -1.944495
10.960000 3.951834 -1.944411
10.980000 3.914313 -1.940883
11.000000 3.874780 -1.936023
11.020000 3.832574 -1.944831
11.040000 3.792615 -1.944523
11.060000 3.747553 -1.940743
11.080000 3.705087 -1.938194
11.100000 3.658037 -1.940897
11.120000 3.613485 -1.952099
11.140000 3.564064 -1.956034
11.160000 3.513995 -1.947240
11.180000 3.459087 -1.939608
11.200000 3.406035 -1.951819
11.220000 3.349693 -1.942395
11.240000 3.295195 -1.941359
11.260000 3.240624 -1.943571
11.280000 3.182804 -1.946204
11.300000 3.125058 -1.938544
11.320000 3.059677 -1.944425
11.340000 3.001188 -1.949075
11.360000 2.936069 -1.949509
11.380000 2.875610 -1.944271
11.400000 2.806044 -1.944047
11.420000 2.742574 -1.940336
11.440000 2.675053 -1.944860
11.460000 2.606128 -1.939678
11.480000 2.532575 -1.937298
11.500000 2.462420 -1.945350
11.520000 2.391132 -1.940476
11.540000 2.317451 -1.937690
11.560000 2.246121 -1.944201
11.580000 2.172825 -1.942703
11.600000 2.098128 -1.943809
11.620000 2.021116 -1.940658
