% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
5.040000 2.114725 -1.946526
5.060000 2.212850 -1.942619
5.080000 2.307331 -1.942871
5.100000 2.399723 -1.949089
5.120000 2.495602 -1.943081
5.140000 2.585998 -1.951987
5.160000 2.670524 -1.942367
5.180000 2.759857 -1.945224
5.200000 2.845246 -1.953976
5.220000 2.926323 -1.940827
5.240000 3.009811 -1.943515
5.260000 3.093913 -1.947758
5.280000 3.174641 -1.951847
5.300000 3.250699 -1.953822
5.320000 3.332281 -1.952533
5.340000 3.409441 -1.956454
5.360000 3.480125 -1.952085
5.380000 3.548542 -1.954172
5.400000 3.618912 -1.963848
5.420000 3.686975 -1.958485
5.440000 3.751850 -1.956804
5.460000 3.810630 -1.959605
5.480000 3.872540 -1.952519
5.500000 3.932045 -1.949565
5.520000 3.984832 -1.951805
5.540000 4.041976 -1.953037
5.560000 4.093745 -1.955320
5.580000 4.144081 -1.954242
5.600000 4.192799 -1.951413
5.620000 4.242132 -1.950629
5.640000 4.286123 -1.949383
5.660000 4.329938 -1.942395
5.680000 4.367646 -1.950349
5.700000 4.405051 -1.946386
5.720000 4.441193 -1.947618
5.740000 4.476689 -1.941121
5.760000 4.505473 -1.956832
5.780000 4.536072 -1.955138
5.800000 4.561173 -1.947800
5.820000 4.587618 -1.950881
5.840000 4.608393 -1.949901
5.860000 4.626380 -1.946862
5.880000 4.643884 -1.957855
5.900000 4.660022 -1.954214
5.920000 4.671465 -1.949915
5.940000 4.678261 -1.955208
5.960000 4.683221 -1.960151
5.980000 4.688996 -1.956734
6.000000 4.694020 -1.959353
6.020000 4.694130 -1.950979
6.040000 4.693638 -1.950279
6.060000 4.692693 -1.948640
6.080000 4.688275 -1.953051
6.100000 4.680076 -1.950489
6.120000 4.669363 -1.942017
6.140000 4.656556 -1.960151
6.160000 4.642151 -1.953584
6.180000 4.623054 -1.943445
6.200000 4.606123 -1.950125
6.220000 4.588774 -1.947282
6.240000 4.564285 -1.947044
6.260000 4.541933 -1.950349
6.280000 4.515577 -1.951581
6.300000 4.486932 -1.952631
6.320000 4.456888 -1.944383
6.340000 4.423452 -1.943823
6.360000 4.389755 -1.948528
6.380000 4.352628 -1.948374
6.400000 4.317457 -1.945420
6.420000 4.282430 -1.957995
6.440000 4.242370 -1.948948
6.460000 4.204806 -1.947030
6.480000 4.157067 -1.951091
6.500000 4.113651 -1.945336
6.520000 4.070384 -1.942339
6.540000 4.020390 -1.947044
6.560000 3.973152 -1.944551
6.580000 3.920537 -1.946260
6.600000 3.869863 -1.957407
6.620000 3.813975 -1.948276
6.640000 3.761962 -1.951273
6.660000 3.700301 -1.947758
6.680000 3.648212 -1.947660
6.700000 3.585356 -1.942815
6.720000 3.529863 -1.953009
6.740000 3.467016 -1.945490
6.760000 3.408432 -1.945476
6.780000 3.345654 -1.947142
6.800000 3.281619 -1.948346
6.820000 3.214601 -1.951427
6.840000 3.150880 -1.949817
6.860000 3.085425 -1.950405
6.880000 3.019152 -1.945532
6.900000 2.947236 -1.952561
6.920000 2.880147 -1.945980
6.940000 2.808945 -1.946050
6.960000 2.741736 -1.950951
6.980000 2.667517 -1.951413
7.000000 2.597162 -1.949243
7.020000 2.523386 -1.948080
7.040000 2.445383 -1.949201
7.060000 2.372069 -1.946624
7.080000 2.296533 -1.949649
7.100000 2.221191 -1.949607
7.120000 2.145833 -1.947016
7.140000 2.066130 -1.948066
7.160000 1.990601 -1.945980
7.180000 1.909722 -1.945434
7.200000 1.832728 -1.945168
7.220000 1.753572 -1.950447
7.240000 1.671154 -1.949579
7.260000 1.591331 -1.949033
7.280000 1.502902 -1.953262
7.300000 1.425820 -1.949397
7.320000 1.342715 -1.949761
7.340000 1.262224 -1.949061
7.360000 1.176557 -1.948094
7.380000 1.093094 -1.947086
7.400000 1.012335 -1.951441
7.420000 0.930115 -1.948346
7.440000 0.851406 -1.950531
7.460000 0.765306 -1.948234
7.480000 0.687921 -1.946120
7.500000 0.599386 -1.949817
